name,recclass,mass (g),fall,year,reclat,reclong
Yamato 794057,H4,649,Found,1/1/1979,-71500000,35666670
Yamato 794058,H4,8.38E+15,Found,1/1/1979,-71500000,35666670
Yamato 794059,H6,4668,Found,1/1/1979,-71500000,35666670
Yamato 794060,L4,6755,Found,1/1/1979,-71500000,35666670
Yamato 794061,H6,5204,Found,1/1/1979,-71500000,35666670
Yamato 794062,H5,2241,Found,1/1/1979,-71500000,35666670
Yamato 794063,H4,3279,Found,1/1/1979,-71500000,35666670
Yamato 794064,H3.6,4321,Found,1/1/1979,-71500000,35666670
Yamato 794065,H6,1.985E+16,Found,1/1/1979,-71500000,35666670
Yamato 794066,H4,1936,Found,1/1/1979,-71500000,35666670
Yamato 794067,H6,17,Found,1/1/1979,-71500000,35666670
Yamato 794068,H4,936,Found,1/1/1979,-71500000,35666670
Yamato 794069,H4,3904,Found,1/1/1979,-71500000,35666670
Yamato 794070,H4,1039,Found,1/1/1979,-71500000,35666670
Yamato 794071,L5,558,Found,1/1/1979,-71500000,35666670
Yamato 794073,L6,4184,Found,1/1/1979,-71500000,35666670
Yamato 794074,CM2,8.13E+15,Found,1/1/1979,-71500000,35666670
Yamato 794075,H5,3.1,Found,1/1/1979,-71500000,35666670
Yamato 794076,H5,469,Found,1/1/1979,-71500000,35666670
Yamato 794077,CM2,738,Found,1/1/1979,-71500000,35666670
Yamato 794078,CM2,1653,Found,1/1/1979,-71500000,35666670
Yamato 794079,CM2,372,Found,1/1/1979,-71500000,35666670
Yamato 794080,CM2,2111,Found,1/1/1979,-71500000,35666670
Yamato 794081,CM2,1191,Found,1/1/1979,-71500000,35666670
Yamato 794082,CM2,188,Found,1/1/1979,-71500000,35666670
Yamato 794083,CM2,818,Found,1/1/1979,-71500000,35666670
Yamato 794084,H6,151,Found,1/1/1979,-71500000,35666670
Yamato 794085,H5,807,Found,1/1/1979,-71500000,35666670
Yamato 794086,H6,472,Found,1/1/1979,-71500000,35666670
Yamato 794087,H4,868,Found,1/1/1979,-71500000,35666670
Yamato 794088,CO3,376,Found,1/1/1979,-71500000,35666670
Yamato 794089,L4,1466,Found,1/1/1979,-71500000,35666670
Yamato 794090,L6,1048,Found,1/1/1979,-71500000,35666670
Yamato 794091,H4,2438,Found,1/1/1979,-71500000,35666670
Yamato 794092,L6,4183,Found,1/1/1979,-71500000,35666670
Yamato 794093,L6,6016,Found,1/1/1979,-71500000,35666670
Yamato 8002,Lodranite,227,Found,1/1/1980,-71500000,35666670
Yamato 8003,L6,2043,Found,1/1/1980,-71500000,35666670
Yamato 8004,L6,7759,Found,1/1/1980,-71500000,35666670
Yamato 8005,Winonaite,2902,Found,1/1/1980,-71500000,35666670
Yamato 8006,H4,2158,Found,1/1/1980,-71500000,35666670
Yamato 8007,L6,695,Found,1/1/1980,-71500000,35666670
Yamato 8008,H5,342,Found,1/1/1980,-71500000,35666670
Yamato 8009,Diogenite,5377,Found,1/1/1980,-71500000,35666670
Yamato 8010,L6,10932,Found,1/1/1980,-71500000,35666670
Yamato 8011,L6,57116,Found,1/1/1980,-71500000,35666670
Yamato 8012,H4,1215,Found,1/1/1980,-71500000,35666670
Yamato 8013,H4,1246,Found,1/1/1980,-71500000,35666670
Yamato 8014,L3.9,1389,Found,1/1/1980,-71500000,35666670
Yamato 81002,CO3,373,Found,1/1/1981,-71500000,35666670
Yamato 81003,L6,2533,Found,1/1/1981,-71500000,35666670
Yamato 81004,L6,1138,Found,1/1/1981,-71500000,35666670
Yamato 81005,L5,171,Found,1/1/1981,-71500000,35666670
Yamato 81006,L5,1977,Found,1/1/1981,-71500000,35666670
Yamato 81007,L5,222,Found,1/1/1981,-71500000,35666670
Yamato 81008,H5,3314,Found,1/1/1981,-71500000,35666670
Yamato 81009,H5,301,Found,1/1/1981,-71500000,35666670
Yamato 81010,CM2,127,Found,1/1/1981,-71500000,35666670
Yamato 81011,H4,221,Found,1/1/1981,-71500000,35666670
Yamato 81012,H5,38065,Found,1/1/1981,-71500000,35666670
Yamato 81013,L6,144,Found,1/1/1981,-71500000,35666670
Yamato 81014,L6,836,Found,1/1/1981,-71500000,35666670
Yamato 81015,H3.7,5578,Found,1/1/1981,-71500000,35666670
Yamato 81016,H5,100633,Found,1/1/1981,-71500000,35666670
Yamato 81017,H4,1406,Found,1/1/1981,-71500000,35666670
Yamato 81018,H4,2782,Found,1/1/1981,-71500000,35666670
Yamato 81019,H4,5488,Found,1/1/1981,-71500000,35666670
Yamato 81020,CO3.0,2.7034E+16,Found,1/1/1981,-71500000,35666670
Yamato 81021,CO3,778,Found,1/1/1981,-71500000,35666670
Yamato 81022,CO3,312,Found,1/1/1981,-71500000,35666670
Yamato 81023,CO3,958,Found,1/1/1981,-71500000,35666670
Yamato 81024,CO3,3143,Found,1/1/1981,-71500000,35666670
Yamato 81025,CO3,55.4,Found,1/1/1981,-71500000,35666670
Yamato 81026,L6,20167,Found,1/1/1981,-71500000,35666670
Yamato 81027,Diogenite,1147,Found,1/1/1981,-71500000,35666670
Yamato 81028,LL4,421,Found,1/1/1981,-71500000,35666670
Yamato 81029,LL4,3.5,Found,1/1/1981,-71500000,35666670
Yamato 81030,H5,9761,Found,1/1/1981,-71500000,35666670
Yamato 81031,H4,3098,Found,1/1/1981,-71500000,35666670
Yamato 81032,H5,968,Found,1/1/1981,-71500000,35666670
Yamato 81033,H5,1489,Found,1/1/1981,-71500000,35666670
Yamato 81034,H5,1018,Found,1/1/1981,-71500000,35666670
Yamato 81035,H6,373,Found,1/1/1981,-71500000,35666670
Yamato 81036,H5,347,Found,1/1/1981,-71500000,35666670
Yamato 81037,H5,5207,Found,1/1/1981,-71500000,35666670
Yamato 81038,H4,201,Found,1/1/1981,-71500000,35666670
Yamato 81039,H4,2212,Found,1/1/1981,-71500000,35666670
Yamato 81040,H4,10.8,Found,1/1/1981,-71500000,35666670
Yamato 81041,H4,354,Found,1/1/1981,-71500000,35666670
Yamato 81042,H5,49,Found,1/1/1981,-71500000,35666670
Yamato 81043,L6,126,Found,1/1/1981,-71500000,35666670
Yamato 81044,H4,1028,Found,1/1/1981,-71500000,35666670
Yamato 81045,H4,589,Found,1/1/1981,-71500000,35666670
Yamato 81046,H4,123,Found,1/1/1981,-71500000,35666670
Yamato 81047,H4,324,Found,1/1/1981,-71500000,35666670
Yamato 81048,H4,241,Found,1/1/1981,-71500000,35666670
Yamato 81049,L6,2748,Found,1/1/1981,-71500000,35666670
Yamato 81050,Stone-uncl,1277,Found,1/1/1981,-71500000,35666670
Yamato 81051,L6,3.287E+16,Found,1/1/1981,-71500000,35666670
Yamato 81052,Stone-uncl,394,Found,1/1/1981,-71500000,35666670
Yamato 81053,H6,843,Found,1/1/1981,-71500000,35666670
Yamato 81054,L6,108,Found,1/1/1981,-71500000,35666670
Yamato 81055,L6,187,Found,1/1/1981,-71500000,35666670
Yamato 81056,H4-6,347,Found,1/1/1981,-71500000,35666670
Yamato 81057,H5,785,Found,1/1/1981,-71500000,35666670
Yamato 81058,H4,39502,Found,1/1/1981,-71500000,35666670
Yamato 81059,H4,3.627E+16,Found,1/1/1981,-71500000,35666670
Yamato 81060,H4,1718,Found,1/1/1981,-71500000,35666670
Yamato 81061,H5,856,Found,1/1/1981,-71500000,35666670
Yamato 81062,L5,439,Found,1/1/1981,-71500000,35666670
Yamato 81063,H4,197,Found,1/1/1981,-71500000,35666670
Yamato 81064,H4,685,Found,1/1/1981,-71500000,35666670
Yamato 81065,H4,311,Found,1/1/1981,-71500000,35666670
Yamato 81066,H3,221,Found,1/1/1981,-71500000,35666670
Yamato 81067,CO3,1187,Found,1/1/1981,-71500000,35666670
Yamato 81068,CO3,165,Found,1/1/1981,-71500000,35666670
Yamato 81069,L5,142,Found,1/1/1981,-71500000,35666670
Yamato 81070,L4,43083,Found,1/1/1981,-71500000,35666670
Yamato 81071,L4,601,Found,1/1/1981,-71500000,35666670
Yamato 81072,L4,8.04E+15,Found,1/1/1981,-71500000,35666670
Yamato 81073,L4,76,Found,1/1/1981,-71500000,35666670
Yamato 81074,L6,142,Found,1/1/1981,-71500000,35666670
Yamato 81075,L4,1.16137E+16,Found,1/1/1981,-71500000,35666670
Yamato 81076,L4,1115,Found,1/1/1981,-71500000,35666670
Yamato 81077,L4,599,Found,1/1/1981,-71500000,35666670
Yamato 81078,L4,3.4,Found,1/1/1981,-71500000,35666670
Yamato 81079,L4,226,Found,1/1/1981,-71500000,35666670
Yamato 81080,L4,261,Found,1/1/1981,-71500000,35666670
Yamato 81082,L4,939,Found,1/1/1981,-71500000,35666670
Yamato 81090,L4,246,Found,1/1/1981,-71500000,35666670
Yamato 81092,H4,0.7,Found,1/1/1981,-71500000,35666670
Yamato 81093,L4,71,Found,1/1/1981,-71500000,35666670
Yamato 81094,L4,183,Found,1/1/1981,-71500000,35666670
Yamato 81095,L4,125,Found,1/1/1981,-71500000,35666670
Yamato 81100,L4,1182,Found,1/1/1981,-71500000,35666670
Yamato 81104,L4,9.9,Found,1/1/1981,-71500000,35666670
Yamato 81110,L4,489,Found,1/1/1981,-71500000,35666670
Yamato 81118,L6,655,Found,1/1/1981,-71500000,35666670
Yamato 81119,L4,147,Found,1/1/1981,-71500000,35666670
Yamato 81120,L6,415,Found,1/1/1981,-71500000,35666670
Yamato 81121,L4,131,Found,1/1/1981,-71500000,35666670
Yamato 81122,H4,108,Found,1/1/1981,-71500000,35666670
Yamato 81123,H4,158,Found,1/1/1981,-71500000,35666670
Yamato 81124,H5,10790,Found,1/1/1981,-71500000,35666670
Yamato 81125,H4,258,Found,1/1/1981,-71500000,35666670
Yamato 81126,L6,511,Found,1/1/1981,-71500000,35666670
Yamato 81127,H5,5838,Found,1/1/1981,-71500000,35666670
Yamato 81128,H5,653,Found,1/1/1981,-71500000,35666670
Yamato 81129,H5,159,Found,1/1/1981,-71500000,35666670
Yamato 81130,H5,72,Found,1/1/1981,-71500000,35666670
Yamato 81131,H5,7.115E+16,Found,1/1/1981,-71500000,35666670
Yamato 81132,H5,6607,Found,1/1/1981,-71500000,35666670
Yamato 82001,Stone-ung,63,Found,1/1/1982,-71500000,35666670
Yamato 82002,R3.9,699,Found,1/1/1982,-71500000,35666670
Yamato 82003,Iron,138,Found,1/1/1982,-71500000,35666670
Yamato 82004,CO3,248,Found,1/1/1982,-71500000,35666670
Yamato 82005,L5,844,Found,1/1/1982,-71500000,35666670
Yamato 82006,L3,535,Found,1/1/1982,-71500000,35666670
Yamato 82007,LL3.3,1203,Found,1/1/1982,-71500000,35666670
Yamato 82008,H4,427,Found,1/1/1982,-71500000,35666670
Yamato 82009,Eucrite-pmict,625,Found,1/1/1982,-71500000,35666670
Yamato 82010,Eucrite,738,Found,1/1/1982,-71500000,35666670
Yamato 82011,H6,1093,Found,1/1/1982,-71500000,35666670
Yamato 82012,H4,208,Found,1/1/1982,-71500000,35666670
Yamato 82013,H5,16,Found,1/1/1982,-71500000,35666670
Yamato 82014,L5,3.3,Found,1/1/1982,-71500000,35666670
Yamato 82015,Eucrite-pmict,385,Found,1/1/1982,-71500000,35666670
Yamato 82016,H6,465,Found,1/1/1982,-71500000,35666670
Yamato 82017,L6,5177,Found,1/1/1982,-71500000,35666670
Yamato 82018,H5,368,Found,1/1/1982,-71500000,35666670
Yamato 82019,L5,1.5792E+16,Found,1/1/1982,-71500000,35666670
Yamato 82020,L5,13,Found,1/1/1982,-71500000,35666670
Yamato 82021,Diogenite,1344,Found,1/1/1982,-71500000,35666670
Yamato 82022,Diogenite,2304,Found,1/1/1982,-71500000,35666670
Yamato 82023,H4,8.2E+15,Found,1/1/1982,-71500000,35666670
Yamato 82024,L6,42049,Found,1/1/1982,-71500000,35666670
Yamato 82025,L5,681,Found,1/1/1982,-71500000,35666670
Yamato 82026,H5,11936,Found,1/1/1982,-71500000,35666670
Yamato 82027,L4,2781,Found,1/1/1982,-71500000,35666670
Yamato 82028,L5,414,Found,1/1/1982,-71500000,35666670
Yamato 82029,H4,492,Found,1/1/1982,-71500000,35666670
Yamato 82030,H4,291,Found,1/1/1982,-71500000,35666670
Yamato 82031,H4,514,Found,1/1/1982,-71500000,35666670
Yamato 82032,H4,639,Found,1/1/1982,-71500000,35666670
Yamato 82033,LL3.7,2106,Found,1/1/1982,-71500000,35666670
Yamato 82034,L5,2244,Found,1/1/1982,-71500000,35666670
Yamato 82035,L6,8539,Found,1/1/1982,-71500000,35666670
Yamato 82036,L6,3.0766E+16,Found,1/1/1982,-71500000,35666670
Yamato 82037,Eucrite-mmict,4543,Found,1/1/1982,-71500000,35666670
Yamato 82038,H3.2-an,199.9,Found,1/1/1982,-71500000,35666670
Yamato 82039,H4,331,Found,1/1/1982,-71500000,35666670
Yamato 82040,H4,2663,Found,1/1/1982,-71500000,35666670
Yamato 82041,H5,13794,Found,1/1/1982,-71500000,35666670
Yamato 82042,CM1/2,3708,Found,1/1/1982,-71500000,35666670
Yamato 82043,L6,9618,Found,1/1/1982,-71500000,35666670
Yamato 82044,H5,3374,Found,1/1/1982,-71500000,35666670
Yamato 82045,H4,7648,Found,1/1/1982,-71500000,35666670
Yamato 82046,H5,751,Found,1/1/1982,-71500000,35666670
Yamato 82047,H4,2713,Found,1/1/1982,-71500000,35666670
Yamato 82048,L3,159,Found,1/1/1982,-71500000,35666670
Yamato 82049,Howardite,11535,Found,1/1/1982,-71500000,35666670
Yamato 82050,CO3.2,190661,Found,1/1/1982,-71500000,35666670
Yamato 82051,LL6,376,Found,1/1/1982,-71500000,35666670
Yamato 82052,Eucrite-pmict,7.032E+16,Found,1/1/1982,-71500000,35666670
Yamato 82053,H5,2100,Found,1/1/1982,-71500000,35666670
Yamato 82054,CM2,7634,Found,1/1/1982,-71500000,35666670
Yamato 82055,L3.6,94675,Found,1/1/1982,-71500000,35666670
Yamato 82056,L3.6,91379,Found,1/1/1982,-71500000,35666670
Yamato 82057,H4,12308,Found,1/1/1982,-71500000,35666670
Yamato 82058,L3.6,12795,Found,1/1/1982,-71500000,35666670
Yamato 82059,L3.6,1.367E+16,Found,1/1/1982,-71500000,35666670
Yamato 82060,L5,1114,Found,1/1/1982,-71500000,35666670
Yamato 82061,H4,14874,Found,1/1/1982,-71500000,35666670
Yamato 82062,H4,2613,Found,1/1/1982,-71500000,35666670
Yamato 82063,H4,35,Found,1/1/1982,-71500000,35666670
Yamato 82064,H4,493,Found,1/1/1982,-71500000,35666670
Yamato 82065,L6,18986,Found,1/1/1982,-71500000,35666670
Yamato 82066,Eucrite-mmict,191.4,Found,1/1/1982,-71500000,35666670
Yamato 82067,LL7,1468,Found,1/1/1982,-71500000,35666670
Yamato 82068,L6,3007,Found,1/1/1982,-71500000,35666670
Yamato 82069,L6,2735,Found,1/1/1982,-71500000,35666670
Yamato 82070,H4,5058,Found,1/1/1982,-71500000,35666670
Yamato 82071,L4,1389,Found,1/1/1982,-71500000,35666670
Yamato 82072,H6,1879,Found,1/1/1982,-71500000,35666670
Yamato 82073,H5,1329,Found,1/1/1982,-71500000,35666670
Yamato 82074,Diogenite,1006,Found,1/1/1982,-71500000,35666670
Yamato 82075,Diogenite,923,Found,1/1/1982,-71500000,35666670
Yamato 82076,L5,1138,Found,1/1/1982,-71500000,35666670
Yamato 82077,H4,9954,Found,1/1/1982,-71500000,35666670
Yamato 82078,H4,617,Found,1/1/1982,-71500000,35666670
Yamato 82079,H5,1395,Found,1/1/1982,-71500000,35666670
Yamato 82080,H4,1162,Found,1/1/1982,-71500000,35666670
Yamato 82081,L6,93927,Found,1/1/1982,-71500000,35666670
Yamato 82082,Eucrite-pmict,66228,Found,1/1/1982,-71500000,35666670
Yamato 82083,H5,2584,Found,1/1/1982,-71500000,35666670
Yamato 82084,H4,1805,Found,1/1/1982,-71500000,35666670
Yamato 82085,H5,1419,Found,1/1/1982,-71500000,35666670
Yamato 82086,H4,128,Found,1/1/1982,-71500000,35666670
Yamato 82087,H4,4.4,Found,1/1/1982,-71500000,35666670
Yamato 82088,L7,238,Found,1/1/1982,-71500000,35666670
Yamato 82089,L6,221,Found,1/1/1982,-71500000,35666670
Yamato 82090,CM2,331,Found,1/1/1982,-71500000,35666670
Yamato 82091,Howardite,10835,Found,1/1/1982,-71500000,35666670
Yamato 82092,H4,92.4,Found,1/1/1982,-71500000,35666670
Yamato 82093,H5,2629,Found,1/1/1982,-71500000,35666670
Yamato 82094,CO3.5,21659,Found,1/1/1982,-71500000,35666670
Yamato 82095,L3.6,71018,Found,1/1/1982,-71500000,35666670
Yamato 82096,L3.6,16851,Found,1/1/1982,-71500000,35666670
Yamato 82097,L6,1.4,Found,1/1/1982,-71500000,35666670
Yamato 82098,CM2,9448,Found,1/1/1982,-71500000,35666670
Yamato 82099,CM2,493,Found,1/1/1982,-71500000,35666670
Yamato 82100,Ureilite,1236,Found,1/1/1982,-71500000,35666670
Yamato 82101,L6,30.6,Found,1/1/1982,-71500000,35666670
Yamato 82102,CK5,31618,Found,1/1/1982,-71500000,35666670
Yamato 82103,CK5,87.7,Found,1/1/1982,-71500000,35666670
Yamato 82104,CK5,983,Found,1/1/1982,-71500000,35666670
Yamato 82105,CK5,45.4,Found,1/1/1982,-71500000,35666670
Yamato 82107,H4,2831,Found,1/1/1982,-71500000,35666670
Yamato 82108,LL3,26,Found,1/1/1982,-71500000,35666670
Yamato 82109,L6,631,Found,1/1/1982,-71500000,35666670
Yamato 82110,H4,1666,Found,1/1/1982,-71500000,35666670
Yamato 82111,H6,9011,Found,1/1/1982,-71500000,35666670
Yamato 82112,H6,914,Found,1/1/1982,-71500000,35666670
Yamato 82113,H6,8.13E+15,Found,1/1/1982,-71500000,35666670
Yamato 82114,L6,14,Found,1/1/1982,-71500000,35666670
Yamato 82115,L6,113,Found,1/1/1982,-71500000,35666670
Yamato 82116,H6,3.241E+16,Found,1/1/1982,-71500000,35666670
Yamato 82117,H6,414,Found,1/1/1982,-71500000,35666670
Yamato 82118,H6,328,Found,1/1/1982,-71500000,35666670
Yamato 82119,H6,679,Found,1/1/1982,-71500000,35666670
Yamato 82120,H6,416,Found,1/1/1982,-71500000,35666670
Yamato 82121,H6,396,Found,1/1/1982,-71500000,35666670
Yamato 82122,H6,1521.8,Found,1/1/1982,-71500000,35666670
Yamato 82123,H6,799,Found,1/1/1982,-71500000,35666670
Yamato 82124,L6,388,Found,1/1/1982,-71500000,35666670
Yamato 82125,L6,538,Found,1/1/1982,-71500000,35666670
Yamato 82126,H5,2345,Found,1/1/1982,-71500000,35666670
Yamato 82127,L6,1496,Found,1/1/1982,-71500000,35666670
Yamato 82128,L6,1.715E+16,Found,1/1/1982,-71500000,35666670
Yamato 82129,H6,6,Found,1/1/1982,-71500000,35666670
Yamato 82130,L5,2311,Found,1/1/1982,-71500000,35666670
Yamato 82131,L6,1193,Found,1/1/1982,-71500000,35666670
Yamato 82132,L6,1207,Found,1/1/1982,-71500000,35666670
Yamato 82133,L3.5,9328,Found,1/1/1982,-71500000,35666670
Yamato 82134,L6,8.9,Found,1/1/1982,-71500000,35666670
Yamato 82135,L6,113,Found,1/1/1982,-71500000,35666670
Yamato 82136,L6,19.7,Found,1/1/1982,-71500000,35666670
Yamato 82137,L6,2505,Found,1/1/1982,-71500000,35666670
Yamato 82138,L6,8.8E+15,Found,1/1/1982,-71500000,35666670
Yamato 82139,L6,268,Found,1/1/1982,-71500000,35666670
Yamato 82140,H5-6,2.1,Found,1/1/1982,-71500000,35666670
Yamato 82141,L6,2.9,Found,1/1/1982,-71500000,35666670
Yamato 82142,L6,548,Found,1/1/1982,-71500000,35666670
Yamato 82143,L6,932,Found,1/1/1982,-71500000,35666670
Yamato 82144,L6,6023,Found,1/1/1982,-71500000,35666670
Yamato 82145,L6,2645,Found,1/1/1982,-71500000,35666670
Yamato 82146,L6,108,Found,1/1/1982,-71500000,35666670
Yamato 82147,L6,2581,Found,1/1/1982,-71500000,35666670
Yamato 82148,L6,547,Found,1/1/1982,-71500000,35666670
Yamato 82149,L6,1511,Found,1/1/1982,-71500000,35666670
Yamato 82150,L6,918,Found,1/1/1982,-71500000,35666670
Yamato 82151,L3,583,Found,1/1/1982,-71500000,35666670
Yamato 82152,L6,735,Found,1/1/1982,-71500000,35666670
Yamato 82153,L6,67,Found,1/1/1982,-71500000,35666670
Yamato 82154,L6,311,Found,1/1/1982,-71500000,35666670
Yamato 82155,L6,815,Found,1/1/1982,-71500000,35666670
Yamato 82156,L6,4351,Found,1/1/1982,-71500000,35666670
Yamato 82157,L6,2867,Found,1/1/1982,-71500000,35666670
Yamato 82158,L6,392,Found,1/1/1982,-71500000,35666670
Yamato 82159,L6,504,Found,1/1/1982,-71500000,35666670
Yamato 82160,H4,308,Found,1/1/1982,-71500000,35666670
Yamato 82161,H6,75756,Found,1/1/1982,-71500000,35666670
Yamato 82162,C1/2-ung,4173,Found,1/1/1982,-71500000,35666670
Yamato 82163,H6,3622,Found,1/1/1982,-71500000,35666670
Yamato 82164,H4,39866,Found,1/1/1982,-71500000,35666670
Yamato 82165,L6,35.9,Found,1/1/1982,-71500000,35666670
Yamato 82166,H4,2567,Found,1/1/1982,-71500000,35666670
Yamato 82167,H4,1133,Found,1/1/1982,-71500000,35666670
Yamato 82168,L6,761,Found,1/1/1982,-71500000,35666670
Yamato 82169,L6,1.5,Found,1/1/1982,-71500000,35666670
Yamato 82170,L6,317,Found,1/1/1982,-71500000,35666670
Yamato 82171,L6,1097,Found,1/1/1982,-71500000,35666670
Yamato 82172,H6,3.2,Found,1/1/1982,-71500000,35666670
Yamato 82173,L6,211,Found,1/1/1982,-71500000,35666670
Yamato 82174,L6,328,Found,1/1/1982,-71500000,35666670
Yamato 82175,L6,232,Found,1/1/1982,-71500000,35666670
Yamato 82176,L6,96,Found,1/1/1982,-71500000,35666670
Yamato 82177,H6,1.12264E+16,Found,1/1/1982,-71500000,35666670
Yamato 82178,L6,884.6,Found,1/1/1982,-71500000,35666670
Yamato 82179,LL3.5,5602,Found,1/1/1982,-71500000,35666670
Yamato 82180,LL4,3028,Found,1/1/1982,-71500000,35666670
Yamato 82181,H4,3.984E+16,Found,1/1/1982,-71500000,35666670
Yamato 82182,H4,22764,Found,1/1/1982,-71500000,35666670
Yamato 82183,L6,15.6,Found,1/1/1982,-71500000,35666670
Yamato 82184,H6,479,Found,1/1/1982,-71500000,35666670
Yamato 82185,H4,8449,Found,1/1/1982,-71500000,35666670
Yamato 82186,L4,1648,Found,1/1/1982,-71500000,35666670
Yamato 82187,L6,123883,Found,1/1/1982,-71500000,35666670
Yamato 82188,H5,2581,Found,1/1/1982,-71500000,35666670
Yamato 82189,EH-imp melt,4359,Found,1/1/1982,-71500000,35666670
Yamato 82190,LL6,1.7,Found,1/1/1982,-71500000,35666670
Yamato 82191,CK6,1.4752E+16,Found,1/1/1982,-71500000,35666670
Yamato 82192,Lunar (anorth),3667,Found,1/1/1982,-71500000,35666670
Yamato 82193,Lunar (anorth),2704,Found,1/1/1982,-71500000,35666670
Yamato 82194,L6,75,Found,1/1/1982,-71500000,35666670
Yamato 82195,LL3.7,2524,Found,1/1/1982,-71500000,35666670
Yamato 82196,L6,3.6,Found,1/1/1982,-71500000,35666670
Yamato 82197,Eucrite,529,Found,1/1/1982,-71500000,35666670
Yamato 82198,L6,3193,Found,1/1/1982,-71500000,35666670
Yamato 82199,LL6,3.8,Found,1/1/1982,-71500000,35666670
Yamato 82200,H5,339,Found,1/1/1982,-71500000,35666670
Yamato 82201,LL6,203,Found,1/1/1982,-71500000,35666670
Yamato 82202,Eucrite-mmict,11,Found,1/1/1982,-71500000,35666670
Yamato 82203,H4,737,Found,1/1/1982,-71500000,35666670
Yamato 82204,H4,634,Found,1/1/1982,-71500000,35666670
Yamato 82205,H3,809,Found,1/1/1982,-71500000,35666670
Yamato 82206,L6,155,Found,1/1/1982,-71500000,35666670
Yamato 82207,L6,145,Found,1/1/1982,-71500000,35666670
Yamato 82208,H3,531,Found,1/1/1982,-71500000,35666670
Yamato 82209,Eucrite,4673,Found,1/1/1982,-71500000,35666670
Yamato 82210,Eucrite-pmict,3669,Found,1/1/1982,-71500000,35666670
Yamato 82211,Diogenite,62,Found,1/1/1982,-71500000,35666670
Yamato 8302,H4,779,Found,1/1/1983,-71500000,35666670
Yamato 8303,H5,357,Found,1/1/1983,-71500000,35666670
Yamato 8304,L6,2967,Found,1/1/1983,-71500000,35666670
Yamato 8305,H5,2.6,Found,1/1/1983,-71500000,35666670
Yamato 8306,H5,1.606E+16,Found,1/1/1983,-71500000,35666670
Yamato 8307,Achondrite-ung,337,Found,1/1/1983,-71500000,35666670
